A2AHGDQCCO5B92,B00006IUWA,5.0
A2AHGDQCCO5B92,B0000CBJJL,5.0
A2AHGDQCCO5B92,B000AAM0EY,5.0
A2AHGDQCCO5B92,B007ZF638G,5.0
A2YKWYC3WQJX5J,B00005B8K5,2.0
A2YKWYC3WQJX5J,B0000BYC4B,5.0
A2YKWYC3WQJX5J,B000GTR2F6,5.0
A2YKWYC3WQJX5J,B0035E63WM,3.0
AJWRNDYMNR8HZ,B00004S7V8,5.0
AJWRNDYMNR8HZ,B00005IBX9,5.0
AJWRNDYMNR8HZ,B00005UP2K,3.0
AJWRNDYMNR8HZ,B0000CF3Q6,5.0
A2Q3W6WA59IKA,B00009R66F,4.0
A2Q3W6WA59IKA,B000MDHH06,4.0
A2Q3W6WA59IKA,B000QFDNP8,5.0
A2Q3W6WA59IKA,B005GUGBS4,4.0
AVZVZ4D6423I6,B000DLB2FI,5.0
AVZVZ4D6423I6,B000EGA6QI,4.0
AVZVZ4D6423I6,B000TYBWIG,4.0
AVZVZ4D6423I6,B002S52ZDU,5.0
A2IZ9ZSFBW7JX8,B00004S7V8,5.0
A2IZ9ZSFBW7JX8,B00395BD68,5.0
A2IZ9ZSFBW7JX8,B004412GTO,5.0
A2IZ9ZSFBW7JX8,B005GUGBS4,4.0
A3FN2UNQ8HB2OA,B00006IUWM,4.0
A3FN2UNQ8HB2OA,B000MDHH06,5.0
A3FN2UNQ8HB2OA,B000VENLF6,5.0
A3FN2UNQ8HB2OA,B002YD99Y4,5.0
A8ZGOHBASTFB0,B00005UP2K,5.0
A8ZGOHBASTFB0,B00006JSUA,5.0
A8ZGOHBASTFB0,B0000AR7SY,5.0
A8ZGOHBASTFB0,B001N07KUE,5.0
A3W0QBWMP2V3K5,B00004OCKR,5.0
A3W0QBWMP2V3K5,B00006IUWA,5.0
A3W0QBWMP2V3K5,B00006JSUA,5.0
A3W0QBWMP2V3K5,B0000CF3Q6,4.0
A3W0QBWMP2V3K5,B0002Y5X92,5.0
A3W0QBWMP2V3K5,B000COC5MK,5.0
A3W0QBWMP2V3K5,B000FFVJ3C,4.0
A3W0QBWMP2V3K5,B001N07KUE,4.0
A3W0QBWMP2V3K5,B002PY7AYS,5.0
A3W0QBWMP2V3K5,B003PWK2A8,5.0
A3VI0THX3CCWDF,B0000632QE,5.0
A3VI0THX3CCWDF,B00006IUWA,4.0
A3VI0THX3CCWDF,B0000CCY1C,5.0
A3VI0THX3CCWDF,B0002Y5X92,5.0
AOZQ5Q5EMQMX8,B0000CBJJL,5.0
AOZQ5Q5EMQMX8,B00023XCWS,5.0
AOZQ5Q5EMQMX8,B002KCO96C,4.0
AOZQ5Q5EMQMX8,B002S52ZDU,5.0
A3O4MX340YTVVP,B00005UP2K,3.0
A3O4MX340YTVVP,B0002Y5X92,5.0
A3O4MX340YTVVP,B000G0KJG4,3.0
A3O4MX340YTVVP,B002KCO96C,3.0
A3O4MX340YTVVP,B00629K4YK,5.0
A1IREJVK1WBRXF,B00008T960,5.0
A1IREJVK1WBRXF,B0000CFMZN,5.0
A1IREJVK1WBRXF,B00065L6CU,4.0
A1IREJVK1WBRXF,B000QFDNP8,2.0
A1533UHM87FNCQ,B000GXZ2GS,5.0
A1533UHM87FNCQ,B000KDVTJI,2.0
A1533UHM87FNCQ,B000N4WMUE,5.0
A1533UHM87FNCQ,B001N07KUE,5.0
A1IUKKFU2LH625,B00004SPZV,2.0
A1IUKKFU2LH625,B0000CCY1C,5.0
A1IUKKFU2LH625,B000AAM0EY,5.0
A1IUKKFU2LH625,B000M8YMEU,5.0
A1WOMXOEX90ARI,B00004SPZV,1.0
A1WOMXOEX90ARI,B00006JSUA,1.0
A1WOMXOEX90ARI,B0000AR7SY,2.0
A1WOMXOEX90ARI,B003KYSLMW,2.0
A2IW3G0BQD5V3R,B00004S7V8,5.0
A2IW3G0BQD5V3R,B00005B8K5,5.0
A2IW3G0BQD5V3R,B00006JSUA,5.0
A2IW3G0BQD5V3R,B0009ONZ8G,5.0
A1RPTVW5VEOSI,B00004OCKR,3.0
A1RPTVW5VEOSI,B00004OCO9,4.0
A1RPTVW5VEOSI,B00005UP2K,5.0
A1RPTVW5VEOSI,B000EGA6QI,4.0
A2Z24C3SEHJ6RO,B000AQSMPO,1.0
A2Z24C3SEHJ6RO,B000DLB2FI,3.0
A2Z24C3SEHJ6RO,B000EGA6QI,4.0
A2Z24C3SEHJ6RO,B000M8YMEU,5.0
A38GPJ7GC707F5,B00004S7V8,5.0
A38GPJ7GC707F5,B00008T960,5.0
A38GPJ7GC707F5,B000FFVJ3C,5.0
A38GPJ7GC707F5,B000M8YMEU,5.0
A3EPHBMU07LZ50,B00004OCO9,5.0
A3EPHBMU07LZ50,B0000CCY1C,5.0
A3EPHBMU07LZ50,B0000CFMZN,5.0
A3EPHBMU07LZ50,B001N07KUE,5.0
A3EPHBMU07LZ50,B00635VODS,5.0
A2A0J6H37JFW27,B00005IBX9,3.0
A2A0J6H37JFW27,B00006IUWA,4.0
A2A0J6H37JFW27,B004H3G63G,5.0
A2A0J6H37JFW27,B007ZF638G,5.0
A3GH01ZJC95HN,B00065L6CU,4.0
A3GH01ZJC95HN,B0009ONZ8G,4.0
A3GH01ZJC95HN,B000MDHH06,4.0
A3GH01ZJC95HN,B000N4WMUE,5.0
A1X64HF17UU8TX,B0000CCY1C,5.0
A1X64HF17UU8TX,B002YD99Y4,5.0
A1X64HF17UU8TX,B004412GTO,5.0
A1X64HF17UU8TX,B004H3G63G,4.0
A1T1YSCDW0PD25,B00005B8K5,5.0
A1T1YSCDW0PD25,B0006HUYGM,5.0
A1T1YSCDW0PD25,B000DLB2FI,3.0
A1T1YSCDW0PD25,B000GTR2F6,2.0
A1T1YSCDW0PD25,B000VENLF6,4.0
A1T1YSCDW0PD25,B001PB8EJ2,4.0
A11OTLEDSW8ZXD,B00004S1CY,5.0
A11OTLEDSW8ZXD,B00005B8K5,4.0
A11OTLEDSW8ZXD,B00450U7V8,5.0
A11OTLEDSW8ZXD,B007ACTN54,5.0
A1136CNP5QWBA6,B00004SPEU,5.0
A1136CNP5QWBA6,B00004W4UP,5.0
A1136CNP5QWBA6,B00005MF9C,1.0
A1136CNP5QWBA6,B0000AR7SY,5.0
A1136CNP5QWBA6,B003H2GMIW,5.0
A3LDQM3GCURG92,B00004OCKR,5.0
A3LDQM3GCURG92,B00004OCNJ,5.0
A3LDQM3GCURG92,B00004S7V8,5.0
A3LDQM3GCURG92,B00006JSUA,5.0
A3LDQM3GCURG92,B00008T960,5.0
A3LDQM3GCURG92,B001AO2PXK,4.0
A3LDQM3GCURG92,B002S52ZDU,4.0
A3LDQM3GCURG92,B002YD99Y4,5.0
A3G3K34IVRQSUJ,B00008T960,5.0
A3G3K34IVRQSUJ,B000G0KJG4,5.0
A3G3K34IVRQSUJ,B000TYBWIG,5.0
A3G3K34IVRQSUJ,B001GAQKKW,4.0
A70NFM6KHU24F,B00004SPZV,3.0
A70NFM6KHU24F,B00005B8K5,4.0
A70NFM6KHU24F,B000KDVTJI,5.0
A70NFM6KHU24F,B001PB8EJ2,3.0
A167HL3TID769B,B00017UT6W,5.0
A167HL3TID769B,B000KDVTJI,4.0
A167HL3TID769B,B002PY7AYS,5.0
A167HL3TID769B,B002S52ZDU,2.0
ALVU8GE2I79F1,B0000BYC4B,5.0
ALVU8GE2I79F1,B000COC5MK,5.0
ALVU8GE2I79F1,B000G0KJG4,5.0
ALVU8GE2I79F1,B000GXZ2GS,4.0
A6L9KOTK81C0X,B00004S1CY,5.0
A6L9KOTK81C0X,B00004SU18,5.0
A6L9KOTK81C0X,B0000CBJJL,5.0
A6L9KOTK81C0X,B003KYSLMW,5.0
A3R3VQALZAZI9R,B001N07KUE,5.0
A3R3VQALZAZI9R,B004CSXMP6,5.0
A3R3VQALZAZI9R,B00635VODS,5.0
A3R3VQALZAZI9R,B006MIPW70,3.0
A1KXONFPU2XQ5K,B00004OCMM,5.0
A1KXONFPU2XQ5K,B00004OCO9,5.0
A1KXONFPU2XQ5K,B00004SPZV,4.0
A1KXONFPU2XQ5K,B00004SU35,5.0
A1KXONFPU2XQ5K,B00005TN7H,5.0
A1KXONFPU2XQ5K,B0000CF3Q6,5.0
A35W3JQYP0M655,B00004OCO9,5.0
A35W3JQYP0M655,B000GWG0T2,5.0
A35W3JQYP0M655,B002PY7AYS,5.0
A35W3JQYP0M655,B007ZF638G,5.0
A10VKEQNDPJI2Q,B00009R66F,1.0
A10VKEQNDPJI2Q,B000KDVTJI,3.0
A10VKEQNDPJI2Q,B001N07KUE,5.0
A10VKEQNDPJI2Q,B00336TY0K,5.0
A1U8VI6I2MFEU8,B00004SPEU,5.0
A1U8VI6I2MFEU8,B00017UT6W,5.0
A1U8VI6I2MFEU8,B000638D32,5.0
A1U8VI6I2MFEU8,B000AAM0EY,1.0
A1R6DKN9YQ2YU1,B00065L6CU,5.0
A1R6DKN9YQ2YU1,B0006HUYGM,4.0
A1R6DKN9YQ2YU1,B001AO2PXK,2.0
A1R6DKN9YQ2YU1,B001LYFBHG,5.0
A1R6DKN9YQ2YU1,B00635VODS,5.0
A2WB7LZ595CR50,B00004OCO9,4.0
A2WB7LZ595CR50,B00009R66F,5.0
A2WB7LZ595CR50,B0009ONZ8G,5.0
A2WB7LZ595CR50,B002AQHLEU,5.0
AZHEE7WHMF9X5,B00005MF9C,1.0
AZHEE7WHMF9X5,B00005UP2K,1.0
AZHEE7WHMF9X5,B0000BYC4B,1.0
AZHEE7WHMF9X5,B000EGA6QI,1.0
APMYPD97EHUUZ,B00005IBX9,4.0
APMYPD97EHUUZ,B0000CF3Q6,5.0
APMYPD97EHUUZ,B0000CF66W,1.0
APMYPD97EHUUZ,B007ACTN54,5.0
AN5ZM9QWZY1FB,B00004SPEU,5.0
AN5ZM9QWZY1FB,B00008T960,5.0
AN5ZM9QWZY1FB,B000M8YMEU,5.0
AN5ZM9QWZY1FB,B000VENLF6,5.0
A34C3O6RLPZXDI,B00004SPEU,2.0
A34C3O6RLPZXDI,B00006JSUA,5.0
A34C3O6RLPZXDI,B000TKDQ5C,5.0
A34C3O6RLPZXDI,B001T4ZAX8,5.0
A3IUW081KXD3PE,B00004SPZV,3.0
A3IUW081KXD3PE,B001AO2PXK,3.0
A3IUW081KXD3PE,B002PY7AYS,5.0
A3IUW081KXD3PE,B003KYSLMW,5.0
A3IUW081KXD3PE,B005M8HPPS,4.0
A3IUW081KXD3PE,B006MIPW70,5.0
ACPYT9KCCKX6X,B0000CCY1C,5.0
ACPYT9KCCKX6X,B000EGA6QI,4.0
ACPYT9KCCKX6X,B002YD99Y4,5.0
ACPYT9KCCKX6X,B00629K4YK,5.0
A2ZV8W46FZWCLJ,B00004OCMM,5.0
A2ZV8W46FZWCLJ,B00006JSUA,5.0
A2ZV8W46FZWCLJ,B00009R66F,5.0
A2ZV8W46FZWCLJ,B001BB2LMM,5.0
A2ZV8W46FZWCLJ,B001LYFBHG,5.0
A2ZV8W46FZWCLJ,B003KYSLMW,5.0
A17HMM1M7T9PJ1,B00004OCMM,5.0
A17HMM1M7T9PJ1,B000AQSMPO,5.0
A17HMM1M7T9PJ1,B000COC5MK,5.0
A17HMM1M7T9PJ1,B000DLB2FI,4.0
A17HMM1M7T9PJ1,B000GTR2F6,5.0
A17HMM1M7T9PJ1,B00395BD68,5.0
A1DDQM693QDD8A,B00004SPZV,3.0
A1DDQM693QDD8A,B00005IBX9,1.0
A1DDQM693QDD8A,B0000AR7SY,5.0
A1DDQM693QDD8A,B000FFVJ3C,5.0
A3LMO8GJSDCQVO,B00017UT6W,5.0
A3LMO8GJSDCQVO,B0035E63WM,5.0
A3LMO8GJSDCQVO,B003PWK2A8,5.0
A3LMO8GJSDCQVO,B006MIPW70,5.0
A26OC9IY3OTSEM,B00004S7V8,5.0
A26OC9IY3OTSEM,B000638D32,5.0
A26OC9IY3OTSEM,B000AAM0EY,5.0
A26OC9IY3OTSEM,B000GWG0T2,5.0
AR92FRQQ1FWQ6,B00004SPEU,5.0
AR92FRQQ1FWQ6,B00006JSUA,5.0
AR92FRQQ1FWQ6,B0007Y9WHQ,5.0
AR92FRQQ1FWQ6,B000G0KJG4,5.0
A3PYP7C7T6DCRV,B00004OCKR,5.0
A3PYP7C7T6DCRV,B00005IBX9,5.0
A3PYP7C7T6DCRV,B0000CFMZN,5.0
A3PYP7C7T6DCRV,B000638D32,5.0
A3PYP7C7T6DCRV,B000GWG0T2,5.0
A3PYP7C7T6DCRV,B001T4ZAX8,5.0
A35JP8KSV9281K,B00004SU35,5.0
A35JP8KSV9281K,B00005UP2K,5.0
A35JP8KSV9281K,B0000CCY1C,5.0
A35JP8KSV9281K,B000AQSMPO,5.0
A35JP8KSV9281K,B005M8HPPS,3.0
AMGX9DJU7SUN5,B00004SPZV,5.0
AMGX9DJU7SUN5,B000TKDQ5C,5.0
AMGX9DJU7SUN5,B001LYFBHG,2.0
AMGX9DJU7SUN5,B001PB8EJ2,4.0
AMGX9DJU7SUN5,B002YD99Y4,5.0
A3MLDYTKHCCPS0,B00004W4UP,2.0
A3MLDYTKHCCPS0,B0000CCY1C,5.0
A3MLDYTKHCCPS0,B001N07KUE,5.0
A3MLDYTKHCCPS0,B002KCO96C,3.0
ATOPUBVPVV4PY,B00005IBX9,4.0
ATOPUBVPVV4PY,B0000AP7NV,4.0
ATOPUBVPVV4PY,B000VENLF6,4.0
ATOPUBVPVV4PY,B00635VODS,4.0
A3RAJ41UOEE5XH,B00004SPZV,5.0
A3RAJ41UOEE5XH,B0000CBJJL,5.0
A3RAJ41UOEE5XH,B001N07KUE,3.0
A3RAJ41UOEE5XH,B002YD99Y4,5.0
A22MEE3QZJIZIX,B00004S1CY,5.0
A22MEE3QZJIZIX,B0006ZUHR0,5.0
A22MEE3QZJIZIX,B000EGA6QI,5.0
A22MEE3QZJIZIX,B000N4WMUE,5.0
A2XPGNJ8YUPHM0,B00004OCKR,5.0
A2XPGNJ8YUPHM0,B00004SU35,4.0
A2XPGNJ8YUPHM0,B00065L6CU,4.0
A2XPGNJ8YUPHM0,B001T4ZAX8,5.0
A2XPGNJ8YUPHM0,B002S52ZDU,5.0
A24RT6AVJXJZHF,B00004OCO9,5.0
A24RT6AVJXJZHF,B00005IBX9,5.0
A24RT6AVJXJZHF,B002PY7AYS,5.0
A24RT6AVJXJZHF,B00BTIUYOO,5.0
A306NASGVUDFKF,B00004SPZV,1.0
A306NASGVUDFKF,B001L5TVGW,5.0
A306NASGVUDFKF,B001PB8EJ2,5.0
A306NASGVUDFKF,B003KYSLMW,5.0
A2NB2E5DXE319Z,B000TKDQ5C,4.0
A2NB2E5DXE319Z,B001L5TVGW,5.0
A2NB2E5DXE319Z,B001N07KUE,5.0
A2NB2E5DXE319Z,B002XOHZWC,5.0
A2NB2E5DXE319Z,B005M8HPPS,4.0
AOINAOO0NQRGN,B00005IBX9,1.0
AOINAOO0NQRGN,B00006JSUA,4.0
AOINAOO0NQRGN,B0000AP7NV,4.0
AOINAOO0NQRGN,B0000CBJJL,4.0
AOINAOO0NQRGN,B000G0KJG4,5.0
AOINAOO0NQRGN,B000V5X826,5.0
AOINAOO0NQRGN,B001N07KUE,5.0
AOINAOO0NQRGN,B0047Y0UQO,4.0
ASAUDLHZPWWVS,B00065L6CU,4.0
ASAUDLHZPWWVS,B000TKDQ5C,5.0
ASAUDLHZPWWVS,B004CSXMP6,5.0
ASAUDLHZPWWVS,B004H3G63G,5.0
A1C6H1BGUOXZRL,B00004OCNJ,5.0
A1C6H1BGUOXZRL,B00004S7V8,5.0
A1C6H1BGUOXZRL,B0000CFMZN,5.0
A1C6H1BGUOXZRL,B000638D32,5.0
A1C6H1BGUOXZRL,B000GWG0T2,5.0
A1C6H1BGUOXZRL,B003KYSLMW,3.0
A2Y1WSEDSXTYU6,B00006IUWA,5.0
A2Y1WSEDSXTYU6,B0000CFMZN,5.0
A2Y1WSEDSXTYU6,B000GWG0T2,5.0
A2Y1WSEDSXTYU6,B001N07KUE,5.0
A2Y1WSEDSXTYU6,B002YD99Y4,5.0
A2Y1WSEDSXTYU6,B00395BD68,5.0
AGTV1DMRMBRSQ,B001N07KUE,5.0
AGTV1DMRMBRSQ,B002XOHZWC,4.0
AGTV1DMRMBRSQ,B00395BD68,5.0
AGTV1DMRMBRSQ,B00450U7V8,5.0
AGTV1DMRMBRSQ,B004H3G63G,5.0
A1CMYSQJYCYBQI,B00005TN7H,5.0
A1CMYSQJYCYBQI,B0000BYC4B,5.0
A1CMYSQJYCYBQI,B000TYBWIG,5.0
A1CMYSQJYCYBQI,B002HFDLCK,5.0
ALNFHVS3SC4FV,B00004OCMM,5.0
ALNFHVS3SC4FV,B00004OCO9,5.0
ALNFHVS3SC4FV,B00005B8K5,3.0
ALNFHVS3SC4FV,B00006IUWA,4.0
ALNFHVS3SC4FV,B0000CFMZN,4.0
ALNFHVS3SC4FV,B000DLB2FI,5.0
ALNFHVS3SC4FV,B000N4WMUE,5.0
A3N41Y0EHVBFCU,B00004S1CY,5.0
A3N41Y0EHVBFCU,B00004SPZV,5.0
A3N41Y0EHVBFCU,B000GXZ2GS,5.0
A3N41Y0EHVBFCU,B002YD99Y4,5.0
A3HQAPXAJV7PRX,B00005B8K5,5.0
A3HQAPXAJV7PRX,B00006IUWM,5.0
A3HQAPXAJV7PRX,B00006JSUA,5.0
A3HQAPXAJV7PRX,B000AQSMPO,4.0
A3HQAPXAJV7PRX,B000DLB2FI,4.0
A1JFFG7VZIP12Y,B00009R66F,5.0
A1JFFG7VZIP12Y,B0000DE9B5,5.0
A1JFFG7VZIP12Y,B0007Y9WHQ,5.0
A1JFFG7VZIP12Y,B000N4WMUE,5.0
A1SKNFXR9R02S5,B00004OCNJ,5.0
A1SKNFXR9R02S5,B00008T960,4.0
A1SKNFXR9R02S5,B002HFDLCK,4.0
A1SKNFXR9R02S5,B002YD99Y4,4.0
A3283O32S1PCR5,B00006JSUA,5.0
A3283O32S1PCR5,B000638D32,5.0
A3283O32S1PCR5,B000EGA6QI,5.0
A3283O32S1PCR5,B001N07KUE,5.0
A30CS2AL07WGU5,B00004S7V8,5.0
A30CS2AL07WGU5,B00004SU18,5.0
A30CS2AL07WGU5,B000ZK4QH8,3.0
A30CS2AL07WGU5,B007ZF638G,5.0
A279X8Q86JF5VR,B0000CBJJL,5.0
A279X8Q86JF5VR,B00017UT6W,5.0
A279X8Q86JF5VR,B001LYFBHG,5.0
A279X8Q86JF5VR,B0047Y0UQO,3.0
A1XTQ8EB8Q4MBL,B00008T960,5.0
A1XTQ8EB8Q4MBL,B000COC5MK,5.0
A1XTQ8EB8Q4MBL,B001N07KUE,5.0
A1XTQ8EB8Q4MBL,B005GUGBS4,4.0
A3F66CWNNM3OD,B00009R66F,5.0
A3F66CWNNM3OD,B00336TY0K,5.0
A3F66CWNNM3OD,B007ZF638G,4.0
A3F66CWNNM3OD,B00BTIUYOO,5.0
A24EMGY9DC4Z72,B0000AR7SY,4.0
A24EMGY9DC4Z72,B0000CF3Q6,5.0
A24EMGY9DC4Z72,B000F49XXG,5.0
A24EMGY9DC4Z72,B000GXZ2GS,2.0
A24EMGY9DC4Z72,B005GUGBS4,5.0
A24EMGY9DC4Z72,B00BTIUYOO,5.0
A1GGWEX2RW0IRW,B00009R66F,5.0
A1GGWEX2RW0IRW,B000EGA6QI,5.0
A1GGWEX2RW0IRW,B000QFDNP8,4.0
A1GGWEX2RW0IRW,B001T4ZAX8,5.0
A2IND7FIV0RQID,B00004S7V8,5.0
A2IND7FIV0RQID,B00005B8K5,4.0
A2IND7FIV0RQID,B0000DE9B5,5.0
A2IND7FIV0RQID,B000MDHH06,5.0
AG6TX1ZJHLMO7,B0000CCY1C,5.0
AG6TX1ZJHLMO7,B0000CFMZN,5.0
AG6TX1ZJHLMO7,B0009KMYDM,5.0
AG6TX1ZJHLMO7,B000ZK4QH8,5.0
AG6TX1ZJHLMO7,B0035E63WM,5.0
AG6TX1ZJHLMO7,B00395BD68,5.0
AVGZZIUZWPE67,B00004OCKR,5.0
AVGZZIUZWPE67,B00006JSUA,5.0
AVGZZIUZWPE67,B0000CF66W,4.0
AVGZZIUZWPE67,B0000CFMZN,5.0
AVGZZIUZWPE67,B000GWG0T2,5.0
AA1ZYCEKJGG3A,B0000AP7NV,5.0
AA1ZYCEKJGG3A,B00065L6CU,5.0
AA1ZYCEKJGG3A,B00336TY0K,5.0
AA1ZYCEKJGG3A,B004H3G63G,3.0
AVXIYQWPPXYF7,B00004SU18,5.0
AVXIYQWPPXYF7,B00005TN7H,5.0
AVXIYQWPPXYF7,B0000AP7NV,5.0
AVXIYQWPPXYF7,B0000BYC4B,5.0
AVXIYQWPPXYF7,B00065L6CU,5.0
A3FHDF143WLZMC,B00004W4UP,4.0
A3FHDF143WLZMC,B001PB8EJ2,4.0
A3FHDF143WLZMC,B005GUGBS4,2.0
A3FHDF143WLZMC,B00BTIUYOO,4.0
AD1WVH9MP1ZS6,B00005UP2K,5.0
AD1WVH9MP1ZS6,B00009R66F,4.0
AD1WVH9MP1ZS6,B000R4J8PC,4.0
AD1WVH9MP1ZS6,B002AQHLEU,5.0
AD1WVH9MP1ZS6,B002XOHZWC,5.0
A3VZH0PWLQ9BB1,B00004OCO9,5.0
A3VZH0PWLQ9BB1,B0000CF3Q6,5.0
A3VZH0PWLQ9BB1,B000DLB2FI,4.0
A3VZH0PWLQ9BB1,B005M8HPPS,5.0
AT9U5ZE5OO84C,B000DLB2FI,4.0
AT9U5ZE5OO84C,B000GTR2F6,5.0
AT9U5ZE5OO84C,B001N07KUE,5.0
AT9U5ZE5OO84C,B005M8HPPS,5.0
A2C5SXDV2NTCBO,B0007Y9WHQ,3.0
A2C5SXDV2NTCBO,B000DLB2FI,3.0
A2C5SXDV2NTCBO,B000GTR2F6,5.0
A2C5SXDV2NTCBO,B005GUGBS4,2.0
A1G3ZHC1SU2U82,B00006JSUA,5.0
A1G3ZHC1SU2U82,B0000AR7SY,5.0
A1G3ZHC1SU2U82,B0000DE9B5,5.0
A1G3ZHC1SU2U82,B000GXZ2GS,5.0
A1G3ZHC1SU2U82,B001N07KUE,5.0
A1G3ZHC1SU2U82,B002KCO96C,5.0
ABVCQPI1GMONN,B00005TN7H,1.0
ABVCQPI1GMONN,B00006JSUA,5.0
ABVCQPI1GMONN,B0000CCY1C,5.0
ABVCQPI1GMONN,B0007Y9WHQ,5.0
ABVCQPI1GMONN,B00629K4YK,5.0
A2EOI70BD9J0MR,B00004SU18,3.0
A2EOI70BD9J0MR,B0000AP7NV,3.0
A2EOI70BD9J0MR,B00017UT6W,4.0
A2EOI70BD9J0MR,B001LYFBHG,1.0
A2IKX7H2PLHULP,B00004OCNJ,4.0
A2IKX7H2PLHULP,B0000CCY1C,4.0
A2IKX7H2PLHULP,B00395BD68,4.0
A2IKX7H2PLHULP,B005M8HPPS,4.0
A2IKX7H2PLHULP,B007ACTN54,5.0
AX9FIZX89LNFQ,B00004OCKR,5.0
AX9FIZX89LNFQ,B00004S7V8,5.0
AX9FIZX89LNFQ,B00004SPEU,3.0
AX9FIZX89LNFQ,B00004W4UP,5.0
AX9FIZX89LNFQ,B00008T960,5.0
AX9FIZX89LNFQ,B000GXZ2GS,5.0
A1L1N3J6XNABO2,B00004SU18,5.0
A1L1N3J6XNABO2,B0000AP7NV,5.0
A1L1N3J6XNABO2,B0006HUYGM,5.0
A1L1N3J6XNABO2,B000MDHH06,5.0
A35DT4OBG1H83,B00004SPEU,5.0
A35DT4OBG1H83,B0006HUYGM,4.0
A35DT4OBG1H83,B000TYBWIG,4.0
A35DT4OBG1H83,B002HFDLCK,4.0
A1ICQY6DT62O9N,B00004OCNJ,5.0
A1ICQY6DT62O9N,B0000632QE,5.0
A1ICQY6DT62O9N,B00017UT6W,5.0
A1ICQY6DT62O9N,B000V5X826,2.0
A1ICQY6DT62O9N,B001GAQKKW,5.0
A1ICQY6DT62O9N,B001PB8EJ2,5.0
A1ICQY6DT62O9N,B001T4ZAX8,5.0
A1ICQY6DT62O9N,B002XOHZWC,5.0
A1ICQY6DT62O9N,B004412GTO,5.0
A22CW0ZHY3NJH8,B00004OCKR,5.0
A22CW0ZHY3NJH8,B00006IUWM,5.0
A22CW0ZHY3NJH8,B000AAM0EY,5.0
A22CW0ZHY3NJH8,B000TYBWIG,5.0
A8IF4ZBZRY86C,B00004OCO9,5.0
A8IF4ZBZRY86C,B0000632QE,4.0
A8IF4ZBZRY86C,B00006JSUA,5.0
A8IF4ZBZRY86C,B000N4WMUE,5.0
A30XU9XN153ACK,B00004S7V8,5.0
A30XU9XN153ACK,B00006JSUA,5.0
A30XU9XN153ACK,B0000CCY1C,5.0
A30XU9XN153ACK,B0000CF66W,5.0
A30XU9XN153ACK,B000GTR2F6,5.0
A30XU9XN153ACK,B001N07KUE,5.0
A30XU9XN153ACK,B002XOHZWC,5.0
A1WAA32LZ1488K,B00004W4UP,4.0
A1WAA32LZ1488K,B00006JSUA,5.0
